?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/HANCESTRO_0841>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tajik in Tajikistan (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0818>	<http://www.w3.org/2000/01/rdf-schema#label>	"Druze in Israel(Carmel) (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0673>	<http://www.w3.org/2000/01/rdf-schema#label>	"Surui in Brazil (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0382>	<http://www.w3.org/2000/01/rdf-schema#label>	"Portugese"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0456>	<http://www.w3.org/2000/01/rdf-schema#label>	"Cocos Islander"@en	
<http://dbpedia.org/resource/Suriname>	<http://www.w3.org/2000/01/rdf-schema#label>	"Suriname"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0005>	<http://www.w3.org/2000/01/rdf-schema#label>	"European ancestry"	
<http://dbpedia.org/resource/Indonesia>	<http://www.w3.org/2000/01/rdf-schema#label>	"Indonesia"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0507>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kenyan"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0610>	<http://www.w3.org/2000/01/rdf-schema#label>	"Indigenous in North America"	
<http://purl.obolibrary.org/obo/HANCESTRO_0598>	<http://www.w3.org/2000/01/rdf-schema#label>	"Singaporean Indian"	
<http://purl.obolibrary.org/obo/HANCESTRO_0591>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Esan"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0804>	<http://www.w3.org/2000/01/rdf-schema#label>	"Punjabi in Lahore, Pakistan (1KGP)"	
<http://dbpedia.org/resource/Nigeria>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nigeria"@en	
<http://dbpedia.org/resource/United_States_Virgin_Islands>	<http://www.w3.org/2000/01/rdf-schema#label>	"United States Virgin Islands"	
<http://purl.obolibrary.org/obo/HANCESTRO_0367>	<http://www.w3.org/2000/01/rdf-schema#label>	"Greenlander"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0865>	<http://www.w3.org/2000/01/rdf-schema#label>	"English"	
<http://purl.obolibrary.org/obo/HANCESTRO_0021>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chinese"	
<http://purl.obolibrary.org/obo/HANCESTRO_0442>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kuwaiti"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0480>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tokelauan"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0029>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Africa"	
<http://purl.obolibrary.org/obo/HANCESTRO_0634>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bantu in South Africa (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0472>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nauruan"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0576>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete West African"	
<http://dbpedia.org/resource/Maldives>	<http://www.w3.org/2000/01/rdf-schema#label>	"Maldives"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0345>	<http://www.w3.org/2000/01/rdf-schema#label>	"Andorran"@en	
<http://dbpedia.org/resource/The_Bahamas>	<http://www.w3.org/2000/01/rdf-schema#label>	"The Bahamas"	
<http://purl.obolibrary.org/obo/HANCESTRO_0817>	<http://www.w3.org/2000/01/rdf-schema#label>	"Czech in Czechoslovakia(pre1989) (SGDP)"	
<http://dbpedia.org/resource/Panama>	<http://www.w3.org/2000/01/rdf-schema#label>	"Panama"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0493>	<http://www.w3.org/2000/01/rdf-schema#label>	"Cambodian"@en	
<http://dbpedia.org/resource/Saint_Helena>	<http://www.w3.org/2000/01/rdf-schema#label>	"Saint Helena"	
<http://dbpedia.org/resource/Isle_of_Man>	<http://www.w3.org/2000/01/rdf-schema#label>	"Isle of Man"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0007>	<http://www.w3.org/2000/01/rdf-schema#label>	"South East Asian ancestry"	
<http://dbpedia.org/resource/Democratic_Republic_of_the_Congo>	<http://www.w3.org/2000/01/rdf-schema#label>	"Democratic Republic of the Congo"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0721>	<http://www.w3.org/2000/01/rdf-schema#label>	"Naxi in China (HGDP)"	
<http://dbpedia.org/resource/Latvia>	<http://www.w3.org/2000/01/rdf-schema#label>	"Latvia"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0809>	<http://www.w3.org/2000/01/rdf-schema#label>	"Albanian in Albania (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0647>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ju|'hoan North in Namibia (SGDP)"	
<http://dbpedia.org/resource/Liberia>	<http://www.w3.org/2000/01/rdf-schema#label>	"Liberia"@en	
<http://dbpedia.org/resource/Antigua_and_Barbuda>	<http://www.w3.org/2000/01/rdf-schema#label>	"Antigua and Barbuda"@en	
<http://dbpedia.org/resource/Niue>	<http://www.w3.org/2000/01/rdf-schema#label>	"Niue"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0020>	<http://www.w3.org/2000/01/rdf-schema#label>	"Taiwanese"	
<http://dbpedia.org/resource/Cape_Verde>	<http://www.w3.org/2000/01/rdf-schema#label>	"Cape Verde"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0589>	<http://www.w3.org/2000/01/rdf-schema#label>	"Punjabi Sikh"	
<http://purl.obolibrary.org/obo/HANCESTRO_0485>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bangladeshi"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0751>	<http://www.w3.org/2000/01/rdf-schema#label>	"Yi in China (SGDP)"	
<http://dbpedia.org/resource/Denmark>	<http://www.w3.org/2000/01/rdf-schema#label>	"Denmark"@en	
<http://dbpedia.org/resource/Puerto_Rico>	<http://www.w3.org/2000/01/rdf-schema#label>	"Puerto Rico"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0759>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bergamo Italian in Bergamo, Italy (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0471>	<http://www.w3.org/2000/01/rdf-schema#label>	"Micronesian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0305>	<http://www.w3.org/2000/01/rdf-schema#label>	"genetically isolated ancestry"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0358>	<http://www.w3.org/2000/01/rdf-schema#label>	"Czech"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0396>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ukrainian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0520>	<http://www.w3.org/2000/01/rdf-schema#label>	"St. Helenian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0528>	<http://www.w3.org/2000/01/rdf-schema#label>	"Comoran"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0514>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sao Tomean"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0745>	<http://www.w3.org/2000/01/rdf-schema#label>	"She in China (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0825>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hungarian in Hungary (SGDP)"	
<http://dbpedia.org/resource/Guadeloupe>	<http://www.w3.org/2000/01/rdf-schema#label>	"Guadeloupe"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0811>	<http://www.w3.org/2000/01/rdf-schema#label>	"Basque in France (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0388>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sammarinese"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0374>	<http://www.w3.org/2000/01/rdf-schema#label>	"Luxembourgish"@en	
<http://dbpedia.org/resource/Libya>	<http://www.w3.org/2000/01/rdf-schema#label>	"Libya"	
<http://dbpedia.org/resource/Malta>	<http://www.w3.org/2000/01/rdf-schema#label>	"Malta"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0764>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tuscan in Italy (HGDP)"	
<http://dbpedia.org/resource/Turkmenistan>	<http://www.w3.org/2000/01/rdf-schema#label>	"Turkmenistan"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0533>	<http://www.w3.org/2000/01/rdf-schema#label>	"Eritrean"@en	
<http://dbpedia.org/resource/Mongolia>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mongolia"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0750>	<http://www.w3.org/2000/01/rdf-schema#label>	"Xibo in China (SGDP)"	
<http://dbpedia.org/resource/Peru>	<http://www.w3.org/2000/01/rdf-schema#label>	"Peru"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0758>	<http://www.w3.org/2000/01/rdf-schema#label>	"Basque in France (HGDP)"	
<http://dbpedia.org/resource/Afghanistan>	<http://www.w3.org/2000/01/rdf-schema#label>	"Afghanistan"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0838>	<http://www.w3.org/2000/01/rdf-schema#label>	"Samaritan in Israel (SGDP)"	
<http://dbpedia.org/resource/Saint_Lucia>	<http://www.w3.org/2000/01/rdf-schema#label>	"Saint Lucia"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0527>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Central African"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0511>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mauritian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0742>	<http://www.w3.org/2000/01/rdf-schema#label>	"Miao in China (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0780>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hawaiian in USA (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0824>	<http://www.w3.org/2000/01/rdf-schema#label>	"Greek in Greece (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0719>	<http://www.w3.org/2000/01/rdf-schema#label>	"Miao in China (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0557>	<http://www.w3.org/2000/01/rdf-schema#label>	"Costa Rican founder"	
<http://purl.obolibrary.org/obo/HANCESTRO_0788>	<http://www.w3.org/2000/01/rdf-schema#label>	"Burusho in Pakistan (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0387>	<http://www.w3.org/2000/01/rdf-schema#label>	"Saint-Pierrais or Miquelonnais"@en	
<http://dbpedia.org/resource/Iceland>	<http://www.w3.org/2000/01/rdf-schema#label>	"Iceland"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0041>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete South Central Asia"	
<http://purl.obolibrary.org/obo/HANCESTRO_0400>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bolivian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0408>	<http://www.w3.org/2000/01/rdf-schema#label>	"Salvadoran"@en	
<http://dbpedia.org/resource/Turks_and_Caicos_Islands>	<http://www.w3.org/2000/01/rdf-schema#label>	"Turks and Caicos Islands"@en	
<http://dbpedia.org/resource/Trinidad_and_Tobago>	<http://www.w3.org/2000/01/rdf-schema#label>	"Trinidad and Tobago"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0862>	<http://www.w3.org/2000/01/rdf-schema#label>	"Asian-American"	
<http://purl.obolibrary.org/obo/HANCESTRO_0766>	<http://www.w3.org/2000/01/rdf-schema#label>	"Utah residents (CEPH) with Northern and Western European ancestry  (1KGP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0705>	<http://www.w3.org/2000/01/rdf-schema#label>	"Burusho in Pakistan (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0026>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hong Kong Chinese"	
<http://dbpedia.org/resource/Iran>	<http://www.w3.org/2000/01/rdf-schema#label>	"Iran"	
<http://dbpedia.org/resource/Mayotte>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mayotte"@en	
<http://dbpedia.org/resource/Mexico>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mexico"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0413>	<http://www.w3.org/2000/01/rdf-schema#label>	"Honduran"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0331>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sudanese"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0339>	<http://www.w3.org/2000/01/rdf-schema#label>	"Turkmen"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0718>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lahu in China (HGDP)"	
<http://dbpedia.org/resource/Paraguay>	<http://www.w3.org/2000/01/rdf-schema#label>	"Paraguay"@en	
<http://dbpedia.org/resource/Bulgaria>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bulgaria"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0771>	<http://www.w3.org/2000/01/rdf-schema#label>	"Druze in Carmel, Israel (HGDP)"	
<http://dbpedia.org/resource/Saint_Kitts_and_Nevis>	<http://www.w3.org/2000/01/rdf-schema#label>	"Saint Kitts and Nevis"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0822>	<http://www.w3.org/2000/01/rdf-schema#label>	"French in France (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0779>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dusun in Brunei (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0540>	<http://www.w3.org/2000/01/rdf-schema#label>	"Malawian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0644>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dinka in Sudan (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0548>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tanzanian"@en	
<http://dbpedia.org/resource/Curacao>	<http://www.w3.org/2000/01/rdf-schema#label>	"Curacao"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0668>	<http://www.w3.org/2000/01/rdf-schema#label>	"Yoruba in Ibadan, Nigeria  (1KGP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0039>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Western Africa"	
<http://purl.obolibrary.org/obo/HANCESTRO_0437>	<http://www.w3.org/2000/01/rdf-schema#label>	"Georgian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0421>	<http://www.w3.org/2000/01/rdf-schema#label>	"Puerto Rican"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0652>	<http://www.w3.org/2000/01/rdf-schema#label>	"Masai in Kenya (1KGP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0429>	<http://www.w3.org/2000/01/rdf-schema#label>	"Uruguayan"@en	
<http://dbpedia.org/resource/Ethiopia>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ethiopia"@en	
<http://dbpedia.org/resource/Mauritius>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mauritius"@en	
<http://dbpedia.org/resource/United_Kingdom>	<http://www.w3.org/2000/01/rdf-schema#label>	"United Kingdom"	
<http://purl.obolibrary.org/obo/HANCESTRO_0055>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Eastern Asia"	
<http://purl.obolibrary.org/obo/HANCESTRO_0726>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tujia in China (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0289>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete South Asia"	
<http://purl.obolibrary.org/obo/HANCESTRO_0415>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mexican"@en	
<http://dbpedia.org/resource/Tanzania>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tanzania"	
<http://purl.obolibrary.org/obo/HANCESTRO_0360>	<http://www.w3.org/2000/01/rdf-schema#label>	"Estonian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0047>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Western Europe"	
<http://dbpedia.org/resource/São_Tomé_and_Príncipe>	<http://www.w3.org/2000/01/rdf-schema#label>	"São Tomé and Príncipe"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0665>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gambian in Western Division, The Gambia - Wolof (GGVP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0434>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bahraini"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0420>	<http://www.w3.org/2000/01/rdf-schema#label>	"Peruvian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0651>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mandenka in Senegal (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0428>	<http://www.w3.org/2000/01/rdf-schema#label>	"Virgin Islander"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0659>	<http://www.w3.org/2000/01/rdf-schema#label>	"African Ancestry in Southwest US (1KGP)"	
<http://dbpedia.org/resource/Seychelles>	<http://www.w3.org/2000/01/rdf-schema#label>	"Seychelles"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0508>	<http://www.w3.org/2000/01/rdf-schema#label>	"Liberian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0739>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kinh in Vietnam (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0681>	<http://www.w3.org/2000/01/rdf-schema#label>	"Quechua in Peru (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0689>	<http://www.w3.org/2000/01/rdf-schema#label>	"Altaian in Russia (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0288>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Scandinavia"	
<http://purl.obolibrary.org/obo/HANCESTRO_0843>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tuscan in Italy(Tuscany) (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0450>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tunisian"@en	
<http://dbpedia.org/resource/The_Gambia>	<http://www.w3.org/2000/01/rdf-schema#label>	"The Gambia"	
<http://purl.obolibrary.org/obo/HANCESTRO_0458>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kosovar"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0554>	<http://www.w3.org/2000/01/rdf-schema#label>	"Silk Road founder"	
<http://purl.obolibrary.org/obo/HANCESTRO_0785>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bengali in Bangladesh (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0612>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hispanic or Latin"	
<http://dbpedia.org/resource/Ukraine>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ukraine"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0323>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dutch founder"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0859>	<http://www.w3.org/2000/01/rdf-schema#label>	"Persian-American"	
<http://purl.obolibrary.org/obo/HANCESTRO_0046>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Southern Europe"	
<http://dbpedia.org/resource/Republic_of_Ireland>	<http://www.w3.org/2000/01/rdf-schema#label>	"Republic of Ireland"@en	
<http://dbpedia.org/resource/Mozambique>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mozambique"@en	
<http://dbpedia.org/resource/Brunei>	<http://www.w3.org/2000/01/rdf-schema#label>	"Brunei"	
<http://dbpedia.org/resource/Slovenia>	<http://www.w3.org/2000/01/rdf-schema#label>	"Slovenia"@en	
<http://dbpedia.org/resource/South_Korea>	<http://www.w3.org/2000/01/rdf-schema#label>	"South Korea"	
<http://purl.obolibrary.org/obo/HANCESTRO_0856>	<http://www.w3.org/2000/01/rdf-schema#label>	"Surui"	
<http://dbpedia.org/resource/Yemen>	<http://www.w3.org/2000/01/rdf-schema#label>	"Yemen"@en	
<http://dbpedia.org/resource/Sweden>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sweden"@en	
<http://dbpedia.org/resource/Malawi>	<http://www.w3.org/2000/01/rdf-schema#label>	"Malawi"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0463>	<http://www.w3.org/2000/01/rdf-schema#label>	"American"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0694>	<http://www.w3.org/2000/01/rdf-schema#label>	"Even in Russia (SGDP)"	
<http://dbpedia.org/resource/Bahrain>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bahrain"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0680>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pima in Mexico (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0798>	<http://www.w3.org/2000/01/rdf-schema#label>	"Punjabi in Pakistan (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0625>	<http://www.w3.org/2000/01/rdf-schema#label>	"Diaguita"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0737>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hezhen in China (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0336>	<http://www.w3.org/2000/01/rdf-schema#label>	"Haitian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0567>	<http://www.w3.org/2000/01/rdf-schema#label>	"Afro-Caribbean"	
<http://purl.obolibrary.org/obo/HANCESTRO_0672>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pima in Mexico (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0506>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ethiopian"@en	
<http://dbpedia.org/resource/Georgia_(country)>	<http://www.w3.org/2000/01/rdf-schema#label>	"Georgia"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0597>	<http://www.w3.org/2000/01/rdf-schema#label>	"Singaporean Malay"	
<http://dbpedia.org/resource/Norway>	<http://www.w3.org/2000/01/rdf-schema#label>	"Norway"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0723>	<http://www.w3.org/2000/01/rdf-schema#label>	"Oroqen in China (HGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0803>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gujarati Indians in Houston, TX (1KGP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0366>	<http://www.w3.org/2000/01/rdf-schema#label>	"Greek"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0583>	<http://www.w3.org/2000/01/rdf-schema#label>	"Taiwanese Han"	
<http://purl.obolibrary.org/obo/HANCESTRO_0352>	<http://www.w3.org/2000/01/rdf-schema#label>	"Brazilian"@en	
<http://dbpedia.org/resource/Greece>	<http://www.w3.org/2000/01/rdf-schema#label>	"Greece"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0575>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Yoruban"	
<http://purl.obolibrary.org/obo/HANCESTRO_0519>	<http://www.w3.org/2000/01/rdf-schema#label>	"South African"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0736>	<http://www.w3.org/2000/01/rdf-schema#label>	"Han in China (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0816>	<http://www.w3.org/2000/01/rdf-schema#label>	"Crete in Greece (SGDP)"	
<http://purl.obolibrary.org/obo/HANCESTRO_0379>	<http://www.w3.org/2000/01/rdf-schema#label>	"Norfolk Islander"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0492>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bruneian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0505>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chadian"@en	
<http://purl.obolibrary.org/obo/HANCESTRO_0596>	<http://www.w3.org/2000/01/rdf-schema#label>	"Arab"	
<http://purl.obolibrary.org/obo/HANCESTRO_0720>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mongolian in China (HGDP)"	
